label,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,47,0.61,0.789,1,-5.485,0,0.0378,0.00221,0.0,0.122,0.57,92.021,201533
0,61,0.661,0.772,8,-5.054,1,0.0362,0.125,0.00015,0.119,0.186,146.002,193977
0,51,0.573,0.881,3,-4.688,0,0.0331,0.111,0.0,0.222,0.419,128.926,217250
0,55,0.57,0.704,1,-8.32,1,0.0314,0.0104,0.446,0.0905,0.437,115.037,214987
0,17,0.629,0.799,1,-7.657,1,0.036,0.000545,0.000124,0.126,0.659,118.004,241557
0,57,0.62,0.742,4,-7.327,0,0.0273,0.000285,0.869,0.297,0.252,128.41,225735
0,50,0.58,0.795,4,-5.123,0,0.036,0.00287,0.000202,0.134,0.27,126.013,201735
0,64,0.551,0.324,0,-10.962,1,0.0314,0.896,0.0873,0.277,0.231,90.957,217053
0,30,0.542,0.847,0,-4.966,1,0.0565,0.0724,0.00775,0.0827,0.292,128.011,283065
0,50,0.815,0.906,5,-3.194,0,0.0561,0.0116,2.06e-06,0.0691,0.783,125.974,196960
0,33,0.672,0.68,5,-4.854,1,0.173,0.138,0.0,0.0729,0.674,170.003,201467
0,74,0.766,0.771,6,-9.108,1,0.0576,0.00407,3.76e-06,0.113,0.297,140.036,204027
0,59,0.688,0.693,7,-5.287,0,0.0476,0.0865,0.0,0.272,0.473,114.051,174051
0,50,0.883,0.784,10,-5.646,0,0.0533,0.0171,0.0143,0.333,0.888,115.006,196307
0,0,0.351,0.923,6,-3.237,0,0.0553,4.49e-05,0.0,0.16,0.703,186.117,181333
0,64,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,219000
0,56,0.693,0.695,5,-8.435,1,0.0446,0.192,0.000925,0.489,0.553,120.015,213614
0,16,0.537,0.959,0,-3.002,0,0.0557,0.0704,1.8e-06,0.382,0.828,122.806,222707
0,38,0.555,0.834,7,-5.895,0,0.0397,0.0898,4.38e-05,0.094,0.475,169.955,172235
0,74,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920
0,66,0.566,0.664,8,-9.081,1,0.0281,0.0928,0.305,0.0903,0.764,91.117,298760
0,56,0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,264280
0,58,0.406,0.949,8,-4.488,0,0.114,0.00685,5.2e-06,0.0805,0.457,160.007,256500
0,59,0.617,0.732,11,-6.737,0,0.0278,0.0278,0.0,0.125,0.723,84.977,208947
0,65,0.667,0.302,4,-11.633,0,0.0377,0.198,1.18e-05,0.101,0.239,81.966,214381
0,59,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227
0,35,0.554,0.768,6,-6.042,0,0.0387,0.00794,0.0145,0.356,0.753,150.062,206223
0,35,0.597,0.842,2,-3.424,1,0.0352,0.0135,6.38e-06,0.158,0.484,127.924,240938
0,0,0.825,0.612,10,-3.893,0,0.0969,0.00677,0.0,0.0993,0.756,120.058,187133
0,46,0.634,0.543,2,-13.521,1,0.0324,0.0169,0.00127,0.315,0.441,121.931,405291
0,75,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067
0,65,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,156168
0,59,0.292,0.351,0,-9.883,0,0.0351,0.408,0.0,0.055,0.0658,164.252,229320
0,3,0.496,0.79,9,-5.162,1,0.0412,0.000448,1.01e-05,0.316,0.58,152.102,202581
0,5,0.449,0.511,1,-5.995,1,0.0419,0.198,0.00946,0.0759,0.221,116.286,272600
0,68,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,0.638,114.948,224293
0,39,0.653,0.898,6,-2.946,0,0.0597,0.033,0.0,0.0483,0.963,144.973,208227
0,76,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420
0,57,0.505,0.746,7,-7.793,1,0.0271,0.00165,0.0463,0.266,0.724,138.126,260280
0,59,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043
0,38,0.545,0.811,6,-6.412,1,0.027,0.00303,8.1e-05,0.0886,0.387,150.035,278463
0,0,0.357,0.357,7,-7.597,1,0.0285,0.22,0.0,0.196,0.226,146.968,366027
0,60,0.718,0.794,11,-2.877,0,0.0703,0.0806,0.0,0.0679,0.751,114.285,205821
0,75,0.524,0.806,1,-3.447,0,0.406,0.197,0.0,0.101,0.45,115.172,224360
0,0,0.597,0.658,8,-11.346,0,0.115,0.0854,0.323,0.515,0.678,95.034,257405
0,33,0.475,0.707,9,-11.236,0,0.0769,0.00914,9.61e-06,0.0511,0.445,128.03,306507
0,41,0.486,0.389,4,-7.717,1,0.029,0.691,0.0,0.085,0.0869,127.536,206102
0,40,0.434,0.956,3,-5.229,0,0.0669,6.55e-06,0.0,0.162,0.599,155.103,164453
0,67,0.468,0.692,2,-4.015,1,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,200360
0,30,0.777,0.853,0,-2.993,0,0.0453,0.0486,6.19e-06,0.0956,0.516,124.991,192533
0,74,0.665,0.799,6,-2.868,0,0.0617,0.18,0.0,0.125,0.5,101.976,228112
0,48,0.692,0.703,0,-5.195,1,0.0308,0.108,0.0,0.109,0.496,124.989,213665
0,55,0.756,0.469,6,-8.491,0,0.469,0.625,0.0,0.129,0.623,139.85,236491
0,4,0.568,0.86,11,-3.846,1,0.0342,0.0189,0.000484,0.119,0.394,129.924,247160
0,0,0.272,0.929,1,-4.06,1,0.153,0.00168,4.7e-05,0.147,0.398,87.148,197133
0,50,0.457,0.434,7,-10.445,1,0.0366,0.0839,0.00552,0.123,0.0822,180.145,286960
0,34,0.5,0.69,11,-7.542,1,0.032,0.0379,0.0135,0.104,0.179,96.971,264742
0,60,0.333,0.902,3,-4.65,1,0.123,0.0279,0.0,0.115,0.601,185.539,196893
0,0,0.542,0.371,2,-8.329,0,0.0326,0.73,0.0,0.116,0.214,130.155,212013
0,33,0.699,0.498,9,-7.72,1,0.0359,0.00462,0.00019,0.312,0.359,115.983,242627
0,54,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000
0,45,0.492,0.656,3,-8.495,0,0.0373,0.204,0.0928,0.114,0.487,141.997,181348
0,34,0.784,0.804,4,-5.571,0,0.0401,0.214,0.00249,0.572,0.668,102.455,144379
0,62,0.767,0.631,1,-6.762,1,0.0541,0.0997,0.0,0.119,0.541,100.968,203992
0,62,0.636,0.741,11,-5.436,0,0.041,0.0132,0.0,0.287,0.53,88.999,225218
0,61,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,174933
0,59,0.608,0.918,0,-1.137,0,0.0684,0.199,0.0,0.309,0.422,126.022,182000
0,29,0.46,0.966,0,-3.292,1,0.0476,0.00386,2.54e-06,0.451,0.299,119.987,251338
0,61,0.678,0.871,6,-4.781,1,0.0342,0.0587,0.249,0.0928,0.28,117.029,285973
0,60,0.48,0.0436,0,-22.849,1,0.0637,0.944,9.42e-05,0.126,0.133,79.189,198808
0,62,0.725,0.418,9,-8.799,1,0.0309,0.346,1.01e-06,0.0658,0.378,77.923,293347
0,77,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,258827
0,48,0.652,0.785,6,-4.34,1,0.0448,0.0667,0.0,0.124,0.662,127.016,216640
0,58,0.798,0.904,0,-3.316,0,0.0476,0.0747,6.62e-06,0.0522,0.966,135.008,236400
0,30,0.717,0.817,1,-9.514,1,0.0615,0.0278,0.77,0.122,0.962,125.999,308080
0,48,0.629,0.272,0,-15.511,1,0.0388,0.869,6.92e-06,0.0938,0.579,87.23,129682
0,72,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833
0,60,0.547,0.723,2,-4.804,0,0.0323,0.312,0.0,0.112,0.377,102.003,156187
0,41,0.399,0.521,9,-8.817,1,0.0349,0.00221,0.0427,0.0801,0.4,99.091,304653
0,5,0.92,0.495,4,-9.964,0,0.0963,0.389,0.151,0.0907,0.622,120.048,200627
0,2,0.465,0.69,1,-9.782,0,0.0297,0.0105,0.0,0.183,0.836,136.275,242907
0,61,0.76,0.722,6,-4.429,0,0.0908,0.00785,0.000326,0.116,0.687,120.055,181976
0,70,0.611,0.602,5,-4.89,1,0.0437,0.000837,0.0,0.112,0.624,168.154,148460
0,62,0.345,0.313,4,-10.098,1,0.0681,0.717,0.000822,0.1,0.164,207.969,237973
0,73,0.615,0.868,2,-3.606,1,0.07,0.00131,1.54e-06,0.671,0.475,108.017,189387
0,0,0.456,0.8,9,-7.018,1,0.0591,0.000745,0.0,0.317,0.517,176.912,180720
0,62,0.577,0.627,1,-5.553,0,0.0533,0.0491,1.24e-06,0.0766,0.446,78.96,197933
0,65,0.678,0.747,10,-5.289,0,0.165,0.0395,0.0,0.174,0.516,120.002,189375
0,57,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000
0,1,0.598,0.432,6,-8.619,1,0.0281,0.172,0.00035,0.106,0.254,122.006,251280
0,34,0.645,0.39,4,-9.26,1,0.0397,0.59,0.0141,0.159,0.703,98.98,183449
0,85,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560
0,0,0.493,0.895,2,-6.925,1,0.038,4.46e-05,0.0,0.0878,0.387,96.031,218280
0,58,0.438,0.206,0,-14.173,1,0.0461,0.94,0.00439,0.107,0.434,155.049,217700
0,45,0.599,0.9,5,-3.144,1,0.136,0.0936,0.0,0.0888,0.394,100.014,186120
0,52,0.542,0.84,0,-5.283,0,0.0419,0.0336,8.45e-05,0.277,0.509,118.02,180361
0,56,0.617,0.39,0,-8.681,1,0.062,0.951,5.82e-06,0.128,0.381,141.953,203583
0,62,0.732,0.594,11,-5.911,0,0.0693,0.00805,0.0301,0.0802,0.676,107.996,164587
0,64,0.757,0.614,4,-6.828,1,0.126,0.472,0.0,0.161,0.616,90.523,200865
0,51,0.427,0.398,0,-9.553,0,0.0536,0.453,0.00479,0.0903,0.114,139.249,208053
0,71,0.737,0.714,1,-6.138,0,0.0367,0.225,3.79e-06,0.267,0.608,102.046,189973
0,56,0.613,0.634,9,-7.375,0,0.0266,0.0173,0.0844,0.118,0.496,107.009,270000
0,75,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227
0,0,0.483,0.76,2,-9.758,0,0.0563,0.224,0.625,0.0929,0.154,148.075,278200
0,21,0.495,0.33,5,-12.215,0,0.119,0.391,0.000157,0.0844,0.572,140.061,183000
0,64,0.661,0.552,10,-12.385,1,0.0337,0.214,0.0,0.206,0.928,92.056,252760
0,35,0.564,0.833,0,-3.964,1,0.0952,0.0112,0.0,0.101,0.395,127.948,209341
0,49,0.945,0.546,8,-6.109,1,0.0519,0.119,0.000519,0.121,0.962,120.004,197467
0,84,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953
0,14,0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893
0,65,0.63,0.561,0,-4.906,1,0.0369,0.0977,0.00023,0.058,0.492,90.932,192571
0,0,0.543,0.953,7,-5.235,1,0.0702,0.00197,0.196,0.401,0.399,127.031,290147
0,16,0.62,0.678,7,-7.553,1,0.0364,0.063,0.854,0.233,0.719,159.172,142225
0,42,0.432,0.868,1,-2.892,1,0.0349,0.000739,0.0,0.103,0.303,110.509,209293
0,70,0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,254467
0,79,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316
0,59,0.504,0.889,2,-4.533,1,0.0737,0.0489,0.0,0.19,0.367,165.047,205851
0,28,0.665,0.852,9,-4.588,0,0.0608,0.0205,0.0,0.665,0.569,105.164,211766
0,50,0.626,0.598,1,-7.15,1,0.0622,0.056,0.0,0.164,0.472,75.943,188341
0,46,0.459,0.88,1,-6.932,1,0.0589,0.000425,3.05e-05,0.108,0.414,154.043,204935
0,83,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,194840
0,94,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746
0,39,0.577,0.572,1,-8.908,1,0.114,0.141,4.02e-05,0.209,0.394,166.099,205707
0,72,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,187187
0,97,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426
0,65,0.662,0.614,4,-9.621,1,0.204,0.158,0.00019,0.126,0.616,160.068,180952
0,59,0.285,0.371,1,-6.833,1,0.0295,0.698,0.00392,0.104,0.372,154.989,238076
0,54,0.609,0.523,1,-12.649,1,0.0796,0.00959,0.000155,0.15,0.342,127.977,181875
0,57,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800
0,76,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507
0,49,0.597,0.721,5,-6.559,1,0.0346,0.25,0.105,0.426,0.419,79.064,226711
0,7,0.485,0.736,4,-4.617,0,0.0515,0.0731,0.0,0.061,0.434,128.053,221273
0,28,0.68,0.871,1,-4.691,1,0.0682,0.139,0.0,0.0925,0.834,114.052,200363
0,43,0.6,0.848,4,-3.967,1,0.0433,0.0157,0.0,0.243,0.437,124.082,213223
0,1,0.655,0.884,6,-6.515,0,0.0602,0.0102,0.0,0.259,0.772,140.008,219240
0,43,0.556,0.76,9,-12.164,1,0.0463,0.0626,3.91e-05,0.348,0.696,129.296,260773
0,56,0.467,0.453,1,-9.703,1,0.0469,0.402,1.28e-05,0.213,0.252,199.79,216000
0,49,0.391,0.543,4,-7.765,1,0.0371,0.137,0.000364,0.0856,0.238,144.552,305960
0,74,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573
0,32,0.855,0.891,1,-4.964,1,0.0356,0.0148,0.102,0.0838,0.951,105.007,185333
0,95,0.662,0.519,9,-6.554,0,0.106,0.404,0.0,0.121,0.495,145.841,210427
0,66,0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,226440
0,0,0.777,0.703,11,-6.92,0,0.0569,0.0112,0.743,0.0765,0.975,123.006,406575
0,38,0.357,0.922,9,-5.735,1,0.111,0.00108,0.00431,0.632,0.205,159.929,266947
0,42,0.431,0.458,10,-11.147,0,0.0481,0.284,0.479,0.107,0.132,180.013,294093
0,78,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,220800
0,56,0.562,0.695,6,-4.662,1,0.0332,0.0151,0.119,0.122,0.446,118.174,216067
0,52,0.623,0.647,10,-7.511,0,0.0301,0.022,0.00108,0.109,0.277,107.996,195294
0,61,0.544,0.873,9,-7.425,1,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902,337333
0,61,0.667,0.659,2,-4.932,1,0.0298,0.113,0.0,0.325,0.575,89.128,203440
0,33,0.582,0.791,1,-5.146,1,0.0322,0.186,0.0,0.14,0.34,91.975,187966
0,61,0.68,0.771,0,-5.406,1,0.0421,0.0161,0.0,0.388,0.67,122.023,145574
0,40,0.445,0.415,11,-9.829,1,0.0418,0.476,0.000132,0.114,0.15,135.61,251559
0,81,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654
0,54,0.621,0.746,11,-6.334,0,0.0257,0.0316,0.0974,0.333,0.618,121.021,194387
0,67,0.674,0.616,7,-3.471,1,0.0272,0.512,2.1e-06,0.331,0.551,94.934,230625
0,78,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686
0,68,0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,0.662,82.002,192053
0,68,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207273
0,19,0.757,0.673,7,-6.733,1,0.185,0.0736,0.0,0.111,0.482,107.178,169068
0,55,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466
0,0,0.471,0.592,6,-6.685,0,0.0308,0.0345,0.000222,0.207,0.219,75.939,190080
0,42,0.452,0.42,1,-12.457,1,0.151,0.0744,0.0,0.194,0.503,92.574,179500
0,28,0.6,0.634,9,-5.946,0,0.0286,0.336,0.0,0.109,0.214,105.023,193714
0,24,0.714,0.705,10,-6.479,1,0.0995,0.292,0.000386,0.126,0.471,114.994,219521
0,63,0.629,0.876,0,-10.141,1,0.0444,0.0864,7.72e-05,0.0431,0.358,118.01,220960
0,32,0.782,0.598,7,-7.955,1,0.224,0.592,0.0,0.242,0.383,114.932,148147
0,4,0.612,0.742,5,-4.198,0,0.0519,0.0176,0.000102,0.101,0.431,122.052,193399
0,64,0.546,0.837,2,-5.13,1,0.0519,0.00549,0.0,0.387,0.402,124.007,221387
0,51,0.229,0.871,6,-4.558,1,0.103,0.0133,2.18e-06,0.266,0.395,86.965,215653
0,26,0.812,0.472,10,-9.03,0,0.0441,0.525,0.0886,0.102,0.596,121.956,205063
0,2,0.747,0.537,4,-8.452,0,0.0335,0.0774,0.00108,0.0968,0.337,97.016,213582
0,1,0.694,0.797,11,-6.519,0,0.0331,0.0168,0.0506,0.147,0.786,145.939,238800
0,73,0.636,0.63,0,-6.396,1,0.0346,0.0796,0.0,0.13,0.454,104.845,184020
0,72,0.466,0.612,8,-4.855,0,0.0307,0.0655,4.07e-06,0.132,0.236,128.114,239067
0,75,0.494,0.698,6,-12.049,0,0.0553,0.0397,0.00634,0.152,0.778,95.842,235800
0,78,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680
0,71,0.467,0.757,2,-3.01,1,0.0517,0.0866,0.0,0.0742,0.383,131.993,254653
0,50,0.754,0.654,8,-5.291,1,0.0331,0.00158,0.035,0.137,0.627,95.987,191176
0,80,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773
0,38,0.804,0.467,0,-10.345,0,0.042,0.554,0.00188,0.101,0.368,119.648,260760
0,42,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82e-06,0.704,0.46,119.997,240000
0,60,0.543,0.883,10,-4.247,1,0.065,0.0667,8.49e-05,0.156,0.523,157.815,165685
0,24,0.58,0.448,5,-9.885,0,0.0513,0.184,0.00532,0.119,0.0917,124.923,199646
0,16,0.682,0.597,3,-8.866,1,0.0405,0.564,0.0,0.331,0.465,138.09,223680
0,38,0.411,0.708,5,-2.953,1,0.108,0.105,0.0,0.353,0.604,140.887,213633
0,41,0.63,0.726,0,-3.753,1,0.0978,0.0717,0.0,0.108,0.499,122.055,196475
0,50,0.696,0.806,8,-11.141,1,0.0361,0.0631,0.00155,0.0343,0.871,127.395,243069
0,27,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,281147
0,55,0.697,0.916,8,-4.512,0,0.0592,0.0727,0.000333,0.615,0.767,128.002,252072
0,21,0.608,0.883,11,-4.845,0,0.0315,0.0619,0.0692,0.152,0.611,129.987,237546
0,71,0.69,0.676,7,-6.111,1,0.0335,0.213,0.0,0.123,0.664,100.023,174780
0,50,0.714,0.373,6,-12.269,0,0.234,0.711,0.0373,0.134,0.082,103.967,149811
0,38,0.35,0.866,11,-4.859,0,0.0607,0.0029,0.000325,0.0897,0.588,172.158,185733
0,0,0.642,0.887,0,-4.985,1,0.0418,0.000404,0.00153,0.111,0.536,120.023,224440
0,1,0.611,0.758,6,-6.431,0,0.0379,0.00207,0.0411,0.129,0.445,100.998,310685
0,45,0.497,0.814,3,-4.548,1,0.058,0.00717,0.0,0.134,0.469,108.038,166013
0,68,0.598,0.888,4,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966,187133
0,74,0.483,0.786,7,-5.735,1,0.0319,0.00316,8.86e-05,0.446,0.793,126.748,323000
0,68,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,216893
0,79,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,170947
0,60,0.533,0.755,11,-7.25,0,0.0419,0.0332,0.0,0.233,0.472,86.034,255907
0,67,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,323707
0,25,0.609,0.738,0,-6.624,0,0.0518,0.00481,8.34e-06,0.292,0.928,126.234,248173
0,66,0.672,0.788,10,-8.393,0,0.0398,0.123,0.367,0.0829,0.357,121.99,204568
0,75,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920
0,75,0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,161280
0,16,0.628,0.84,11,-5.336,1,0.0418,0.00883,3.53e-05,0.14,0.455,95.013,206773
0,0,0.199,0.347,4,-8.739,1,0.0294,0.127,0.0,0.123,0.194,175.175,236400
0,55,0.67,0.939,9,-2.06,1,0.0427,0.0463,1.1e-06,0.335,0.264,127.946,209533
0,63,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08e-05,0.404,0.332,124.018,181040
0,47,0.736,0.421,0,-9.469,0,0.05,0.396,0.00262,0.0875,0.496,75.013,271800
0,67,0.447,0.684,9,-4.721,0,0.09,0.175,0.0,0.478,0.437,125.655,175312
0,61,0.701,0.979,7,-4.861,0,0.048,0.00328,0.308,0.416,0.612,134.013,263163
0,0,0.519,0.963,2,-2.25,1,0.0323,0.000161,0.018,0.381,0.172,125.009,309011
0,63,0.548,0.221,0,-8.383,1,0.0401,0.775,0.0,0.109,0.457,140.649,148840
0,8,0.711,0.517,11,-7.695,1,0.0391,0.154,0.0,0.149,0.294,119.945,204516
0,28,0.804,0.549,8,-8.448,1,0.0743,0.109,0.000109,0.101,0.672,143.975,155000
0,48,0.718,0.743,2,-5.373,1,0.0268,0.434,6.26e-05,0.159,0.856,121.485,184893
0,59,0.519,0.742,3,-3.554,1,0.061,0.315,8.42e-05,0.0836,0.246,127.971,255117
0,53,0.834,0.661,0,-6.677,1,0.0621,0.0777,3.38e-05,0.238,0.458,122.978,179756
0,55,0.511,0.617,10,-5.883,1,0.0313,0.00223,0.0,0.201,0.404,90.951,227800
0,60,0.655,0.856,1,-4.615,0,0.0315,0.148,3.67e-06,0.126,0.941,126.984,177147
0,48,0.477,0.829,9,-5.057,1,0.144,0.0005,0.0,0.558,0.626,100.0,184567
0,0,0.486,0.898,3,-1.742,1,0.055,0.000234,0.00142,0.343,0.381,121.995,194280
0,14,0.48,0.875,1,-5.898,1,0.0429,1.62e-05,0.000751,0.103,0.826,116.754,300827
0,43,0.654,0.886,5,-5.29,1,0.0416,0.00689,0.0,0.136,0.626,94.014,220973
0,45,0.574,0.581,1,-6.529,1,0.132,0.147,0.000169,0.141,0.368,111.901,184186
0,32,0.54,0.916,0,-2.458,1,0.0418,0.0221,4.66e-05,0.18,0.718,94.044,245106
0,37,0.48,0.825,2,-2.549,1,0.0582,0.0645,0.0,0.263,0.369,129.9,182973
0,1,0.552,0.428,7,-9.984,0,0.0387,0.554,6.93e-06,0.261,0.573,144.234,154907
0,48,0.67,0.558,7,-7.615,1,0.0266,0.0572,0.0196,0.106,0.437,106.081,269119
0,0,0.463,0.955,10,-5.705,0,0.0401,6.77e-05,0.682,0.33,0.308,140.012,260227
0,78,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893
0,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475
0,74,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853
0,18,0.675,0.649,1,-4.953,1,0.0315,0.0429,0.0,0.128,0.537,134.955,201240
0,0,0.446,0.903,8,-5.404,1,0.0418,0.000484,8.67e-06,0.164,0.169,175.021,185587
0,72,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184280
0,67,0.558,0.916,1,-3.145,0,0.0839,0.0278,0.0,0.0296,0.85,142.984,199720
0,59,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,185587
0,40,0.807,0.799,6,-8.565,0,0.0343,0.206,0.00411,0.112,0.725,106.678,247147
0,65,0.389,0.277,7,-10.757,1,0.0323,0.698,0.0,0.0966,0.125,89.32,247347
0,73,0.661,0.419,4,-9.807,0,0.0404,0.114,1.19e-05,0.0848,0.145,144.98,195307
0,47,0.55,0.182,10,-12.543,1,0.0306,0.72,0.0,0.165,0.369,94.806,164153
0,52,0.516,0.74,6,-4.879,1,0.0418,0.000821,1.11e-06,0.142,0.515,108.986,161600
0,40,0.506,0.61,4,-11.224,0,0.0407,0.00775,0.0938,0.18,0.382,147.455,222106
0,47,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048,208450
0,40,0.871,0.443,4,-9.471,1,0.25,0.687,0.000765,0.0985,0.779,127.974,202500
0,13,0.645,0.589,6,-6.131,1,0.0523,0.00396,0.0,0.145,0.35,131.899,215672
0,62,0.513,0.662,8,-6.058,1,0.0293,0.195,0.0,0.101,0.261,134.128,264493
0,29,0.425,0.752,5,-9.841,1,0.0382,0.0314,0.265,0.148,0.417,94.131,325200
0,68,0.592,0.464,8,-5.956,1,0.0346,0.473,1.13e-06,0.125,0.182,68.11,223620
0,55,0.647,0.792,10,-6.391,0,0.0504,0.16,0.0,0.0624,0.351,122.432,184705
0,51,0.735,0.759,1,-6.914,0,0.0449,0.0242,0.185,0.0966,0.77,109.982,214347
0,55,0.639,0.869,7,-8.479,1,0.0311,0.00336,0.002,0.0576,0.562,133.033,228013
0,0,0.606,0.877,11,-6.725,1,0.0554,0.085,6.07e-06,0.26,0.876,167.848,190280
0,57,0.697,0.897,11,-3.628,0,0.136,0.0323,0.0,0.138,0.736,140.03,195027
0,52,0.702,0.658,1,-5.522,1,0.0262,0.00844,8.11e-06,0.232,0.773,103.025,183760
0,57,0.886,0.478,0,-6.83,1,0.051,0.206,1.4e-05,0.392,0.504,118.02,221707
0,18,0.528,0.844,2,-5.095,1,0.16,0.0761,0.0,0.133,0.581,148.018,208026
0,50,0.801,0.8,7,-5.159,1,0.0457,0.0329,1.63e-05,0.209,0.811,120.031,220549
0,0,0.905,0.514,0,-12.124,1,0.0686,0.00087,0.376,0.108,0.407,122.44,238107
0,61,0.62,0.655,4,-8.525,1,0.0455,0.024,4.19e-05,0.301,0.335,109.987,203107
0,27,0.697,0.874,0,-5.979,1,0.0356,0.0469,0.0177,0.0817,0.576,121.225,238747
0,33,0.604,0.724,5,-4.532,1,0.146,0.0693,0.0,0.07,0.419,180.097,202667
0,2,0.709,0.614,1,-4.807,1,0.0307,0.024,0.0,0.0908,0.52,115.487,196707
0,75,0.701,0.458,1,-7.749,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,204727
0,52,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351
0,39,0.776,0.461,1,-9.774,1,0.115,0.01,5.28e-05,0.408,0.717,109.977,137555
0,46,0.551,0.736,7,-5.75,1,0.037,0.00327,0.0,0.101,0.588,95.09,184680
0,80,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493
0,57,0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,204693
0,55,0.667,0.818,1,-6.167,0,0.131,0.0358,0.000117,0.329,0.43,119.005,219777
