label,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,58,0.619,0.146,8,-14.439,1,0.0382,0.808,0.0,0.0971,0.288,139.533,221587
0,83,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444
0,75,0.541,0.485,8,-6.85,1,0.031,0.558,0.0,0.12,0.369,136.956,223840
0,41,0.607,0.763,6,-4.618,0,0.0371,0.00826,0.0,0.218,0.632,128.957,190777
0,24,0.581,0.923,0,-4.374,1,0.0407,0.000757,0.0,0.182,0.887,95.616,171533
0,0,0.635,0.891,0,-3.913,1,0.0265,0.00531,8.57e-05,0.0743,0.484,105.0,228053
0,71,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.92,128.166,220893
0,40,0.638,0.793,10,-6.676,1,0.0393,0.0109,0.0253,0.161,0.523,113.944,195973
0,42,0.465,0.739,10,-7.786,1,0.0648,0.00987,1.88e-06,0.373,0.0652,125.994,217143
0,61,0.598,0.429,8,-11.145,1,0.0368,0.107,0.00936,0.0849,0.0568,99.933,261527
0,20,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,201122
0,54,0.663,0.563,6,-8.072,1,0.309,0.483,0.0,0.0825,0.551,80.013,159750
0,52,0.547,0.948,8,-3.256,1,0.0693,0.0302,5.26e-05,0.335,0.892,168.98,153995
0,36,0.84,0.459,0,-6.558,1,0.147,0.104,2.6e-05,0.108,0.505,132.983,166000
0,83,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837
0,87,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560
0,73,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590
0,49,0.651,0.925,1,-3.382,1,0.0666,0.0232,0.0134,0.0567,0.52,127.994,163125
0,57,0.619,0.833,7,-4.941,1,0.0366,0.0122,0.0,0.24,0.527,93.01,196953
0,48,0.629,0.727,5,-7.117,1,0.264,0.0447,5.29e-06,0.178,0.355,124.938,171914
0,98,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573
0,47,0.418,0.945,7,-3.757,1,0.0683,0.0003,0.0,0.106,0.693,165.041,224640
0,43,0.547,0.656,0,-6.069,0,0.0326,0.134,0.000109,0.151,0.343,140.039,243240
0,0,0.625,0.744,1,-7.855,1,0.0351,0.0107,0.0,0.224,0.717,123.036,203658
0,13,0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,216575
0,67,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,251573
0,0,0.622,0.712,6,-11.585,0,0.0407,0.0183,0.0184,0.403,0.87,119.955,235960
0,0,0.747,0.785,9,-5.15,1,0.0634,0.01,0.187,0.0669,0.777,121.007,310253
0,0,0.813,0.56,10,-9.262,0,0.0409,0.262,0.00148,0.182,0.64,128.0,259867
0,7,0.709,0.854,0,-4.447,0,0.0399,0.047,0.0,0.0724,0.826,105.074,224402
0,44,0.628,0.844,0,-6.614,1,0.0324,0.378,0.000713,0.225,0.607,144.015,230213
0,58,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969
0,39,0.694,0.453,1,-7.069,1,0.0397,0.0213,0.0,0.0795,0.24,110.909,189507
0,71,0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,215507
0,0,0.43,0.537,0,-12.202,1,0.0948,0.928,0.0646,0.084,0.113,76.191,232000
0,63,0.518,0.81,8,-6.445,1,0.029,0.016,0.0013,0.115,0.179,99.968,325547
0,3,0.583,0.869,5,-6.931,1,0.0287,0.0434,0.0273,0.286,0.836,132.172,285986
0,48,0.631,0.6,2,-7.912,1,0.0589,0.167,6.3e-05,0.101,0.525,76.015,197814
0,52,0.732,0.667,6,-6.62,1,0.0391,0.032,0.000574,0.111,0.521,114.966,221783
0,58,0.437,0.523,0,-7.664,0,0.0655,0.593,4.15e-06,0.171,0.363,169.872,153176
0,58,0.646,0.763,0,-8.046,0,0.0273,0.0839,6.12e-05,0.0944,0.736,112.931,253587
0,38,0.668,0.394,8,-12.811,0,0.0293,0.978,0.0941,0.112,0.457,138.551,239703
0,64,0.454,0.946,1,-5.978,0,0.13,0.0223,0.0,0.173,0.647,138.18,156147
0,20,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,272533
0,83,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,183027
0,69,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,189399
0,51,0.668,0.801,7,-2.907,0,0.0372,0.0124,0.00142,0.0946,0.753,130.009,186989
0,68,0.755,0.751,8,-4.034,1,0.0748,0.0635,0.0,0.0812,0.491,102.002,183587
0,37,0.628,0.681,9,-4.875,0,0.0545,0.00305,6.52e-06,0.675,0.35,104.997,197900
0,47,0.381,0.668,1,-4.328,0,0.0326,0.00457,0.0,0.0877,0.104,75.004,201600
0,60,0.682,0.786,11,-4.87,0,0.0477,0.214,0.0,0.12,0.664,91.042,195947
0,74,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147
0,3,0.584,0.739,2,-4.72,1,0.0435,0.216,0.0,0.188,0.351,104.884,231383
0,44,0.525,0.634,1,-5.866,1,0.037,0.075,0.000106,0.113,0.661,170.065,297316
0,39,0.741,0.655,2,-7.484,1,0.0646,0.236,1.97e-05,0.0716,0.633,106.994,227627
0,45,0.683,0.943,7,-3.408,1,0.11,0.00553,0.0,0.0752,0.776,129.015,205520
0,66,0.615,0.904,9,-3.955,0,0.221,0.0881,0.0,0.117,0.692,130.047,203493
0,14,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,252493
0,63,0.774,0.45,11,-6.86,1,0.0896,0.443,3.28e-05,0.127,0.648,90.055,191935
0,48,0.79,0.81,9,-3.452,1,0.0612,0.0137,0.0,0.0755,0.607,120.092,188200
0,54,0.528,0.619,2,-6.959,1,0.0282,0.0029,0.0,0.291,0.0845,102.951,235267
0,50,0.377,0.566,11,-6.173,1,0.044,0.134,0.0,0.135,0.222,154.875,365419
0,41,0.736,0.864,8,-6.567,1,0.0397,0.0179,1.62e-05,0.345,0.763,108.828,194560
0,76,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707
0,71,0.708,0.647,11,-6.128,1,0.0298,0.117,0.0,0.111,0.654,129.95,213747
0,32,0.566,0.825,4,-3.947,0,0.0383,0.0488,2.9e-05,0.244,0.475,119.955,283800
0,34,0.376,0.939,11,-4.482,0,0.105,0.00207,0.0706,0.345,0.689,177.895,185067
0,66,0.673,0.789,0,-4.288,1,0.0408,0.00975,0.0,0.752,0.841,100.043,197427
0,3,0.607,0.784,0,-7.963,1,0.0258,0.0299,3.85e-06,0.288,0.622,113.804,213987
0,23,0.281,0.654,9,-7.765,0,0.0359,0.268,0.000478,0.0631,0.549,172.009,206613
0,54,0.526,0.637,7,-5.052,1,0.0656,0.02,1.25e-06,0.0978,0.765,176.1,189960
0,15,0.733,0.777,11,-7.076,0,0.0347,0.436,0.0716,0.102,0.583,119.996,190999
0,73,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,236853
0,35,0.603,0.725,11,-6.277,0,0.047,0.0571,0.103,0.216,0.502,104.945,183467
0,42,0.611,0.556,1,-7.31,1,0.056,0.399,0.000228,0.122,0.23,125.979,241173
0,72,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320
0,0,0.591,0.866,8,-6.011,1,0.0314,0.00751,0.27,0.104,0.56,135.001,335933
0,37,0.397,0.974,1,-3.149,1,0.325,0.000137,0.0,0.255,0.357,164.759,218133
0,31,0.572,0.928,11,-5.141,0,0.0651,0.000202,0.722,0.155,0.479,119.989,282827
0,9,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,208733
0,79,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893
0,64,0.768,0.808,5,-1.818,1,0.112,0.00627,5.33e-06,0.343,0.664,119.971,166000
0,37,0.658,0.714,6,-4.84,1,0.18,0.00458,0.00725,0.0914,0.829,97.104,196280
0,69,0.835,0.536,1,-8.645,0,0.0478,0.555,0.000386,0.111,0.107,104.989,195173
0,61,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,219773
0,7,0.654,0.859,0,-4.321,1,0.166,0.336,0.0,0.0947,0.704,114.87,191000
0,0,0.413,0.975,11,-2.853,0,0.138,0.00903,0.0,0.108,0.491,180.01,197053
0,71,0.627,0.8,1,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815,217573
0,52,0.593,0.563,9,-6.409,0,0.0326,0.161,1.66e-05,0.0675,0.141,108.014,190318
0,68,0.497,0.914,9,-4.308,1,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896
0,56,0.389,0.634,4,-6.362,0,0.137,0.017,0.0,0.101,0.27,169.539,191808
0,14,0.648,0.635,1,-8.91,1,0.0319,0.00344,0.373,0.152,0.741,106.063,340200
0,61,0.567,0.863,7,-5.158,0,0.037,0.00462,4.77e-05,0.207,0.722,106.03,214360
0,61,0.412,0.696,0,-3.681,1,0.0508,0.089,0.0,0.138,0.376,87.622,200661
0,67,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680
0,63,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,237120
0,3,0.762,0.623,4,-5.921,0,0.0303,0.015,0.0869,0.437,0.0681,120.0,246996
0,74,0.46,0.928,2,-3.683,1,0.0451,0.00595,0.0,0.24,0.684,75.05,219800
0,0,0.388,0.934,5,-3.349,1,0.0669,0.00212,0.0454,0.235,0.435,166.023,238467
0,81,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,211362
0,0,0.59,0.942,7,-3.595,1,0.0539,0.00227,0.215,0.279,0.834,139.991,224347
0,44,0.626,0.546,1,-7.257,0,0.0296,0.0207,0.0118,0.0769,0.263,118.964,166893
